"Datadate","Group_Id","KPI1_Data","KPI2_Data","KPI3_Data","KPI4_Data","KPI5_Data","Lvl1_Code","Lvl2_Code","Lvl3_Code"
"11/30/2025","1","82782","415911.47303","1532.3489559999998","7","600","91","23","403"
"11/30/2025","1","115005","425124.87238","2438.021115","2","406","91","36","509"
"11/30/2025","1","165953","429688.64519","1401.588051","4","857","91","23","411"
"11/30/2025","1","196166","430487.21011","2389.43693","8","969","91","24","457"
"11/30/2025","1","28633","432431.92000000004","2165.603868","1","339","91","6","701"
"11/30/2025","1","54088","433200.94299999997","842.856666","2","898","91","9","125"
"11/30/2025","1","93769","442993.38066","2214.970873","6","2199","91","8","111"
"11/30/2025","1","163367","443347.14482","1188.075371","2","955","91","23","396"
"11/30/2025","1","173612","451336.71729","2002.2309329999998","4","5105","91","23","410"
"11/30/2025","1","58727","467064.425","851.507786","2","495","91","9","183"
"11/30/2025","1","28536","468037.0515","1718.9411490000002","2","294","91","6","72"
"11/30/2025","1","39769","471212.14839","2294.57846","3","1028","91","27","481"
"11/30/2025","1","31509","478687.06551","832.347751","2","352","91","22","377"
"11/30/2025","1","12450","481207.66951000004","1505.664035","5","2026","91","8","95"
"11/30/2025","1","17322","520921.70258","1748.591865","6","202","91","3","31"
"11/30/2025","1","49372","529121.03493","896.389582","9","2769","91","5","56"
"11/30/2025","1","118878","535061.7929108","3330.6562329999997","12","1172","91","33","596"
"11/30/2025","1","14855","544570.59018","1113.526752","3","3890","91","8","117"
"11/30/2025","1","75364","550741.1869999999","2798.120171","6","616","91","24","451"
"11/30/2025","1","59246","576569.98424","1087.8884429999998","5","435","91","36","514"
"11/30/2025","1","176671","600996.09556","2032.8554519999998","3","813","91","23","427"
"11/30/2025","1","186387","624439.04524","1133.703971","14","2874","91","27","487"
"11/30/2025","1","6291","635458.0896000001","2632.556685","5","1031","91","8","105"
"11/30/2025","1","3578","649234.18575","1217.166764","4","633","91","6","62"
"11/30/2025","1","134188","668097.1790400001","1996.793015","2","236","91","23","405"
"11/30/2025","1","138223","677479.6322300001","2203.737188","2","241","91","36","688"
"11/30/2025","1","136819","695047.8483","2502.471772","5","448","91","23","409"
"11/30/2025","1","143656","738907.77675","1345.5839799999999","4","603","91","9","159"
"11/30/2025","1","103757","740696.7967899999","1345.7257530000002","6","803","91","6","58"
"11/30/2025","1","48189","760112.73349","3057.602989","7","1475","91","8","91"
"11/30/2025","1","17677","768017.3865","2106.674824","6","290","91","3","27"
"11/30/2025","1","126852","772895.9296200001","1863.038491","4","337","91","28","502"
"11/30/2025","1","133161","774324.7669899999","3780.77606","7","1561","91","27","468"
"11/30/2025","1","7109","818063.74341","1655.2084250000003","1","121","91","4","44"
"11/30/2025","1","324308","842908.70751","5145.955646","2","582","91","36","516"
"11/30/2025","1","92911","854139.01222","2718.219348","4","1904","91","8","94"
"11/30/2025","1","164505","902280.14884","3088.4728029999997","4","692","91","23","408"
"11/30/2025","1","71305","905699.1033999999","4019.027463","6","462","91","6","59"
"11/30/2025","1","9252","911200.034","3721.64117","6","3298","91","8","86"
"11/30/2025","1","70309","918295.20162","5087.928799","7","6988","91","8","107"
"11/30/2025","1","48213","1040513.24778","3214.025103","3","577","91","6","73"
"11/30/2025","1","103857","1061065.82745","3468.1794","3","1214","91","23","437"
"11/30/2025","1","219152","1085692.51456","3501.4884949999996","6","604","91","36","512"
"11/30/2025","1","45243","1090731.15757","3772.8878059999997","6","1580","91","8","97"
"11/30/2025","1","31417","1098282.835","4122.842235","3","456","91","3","39"
"11/30/2025","1","108799","1186371.25887","4796.427637000001","7","2633","91","8","89"
"11/30/2025","1","46829","1247055.93422","2668.475016","5","2065","91","8","114"
"11/30/2025","1","121694","1259273.28563","2403.877226","1","148","91","36","696"
"11/30/2025","1","165952","1271235.8127000001","10071.748049","6","2907","91","8","110"
"11/30/2025","1","149406","1396206.56994","6644.955635","6","1995","91","8","116"
"11/30/2025","1","12729","1408611.0215","6756.950946999999","10","2366","91","8","87"
"11/30/2025","1","108206","1410461.07288","4114.25248","3","595","91","6","75"
"11/30/2025","1","81130","1667204.61082","7466.677864","8","6677","91","8","93"
"11/30/2025","1","494928","1876956.5127400002","9850.498717999999","4","973","91","28","511"
"11/30/2025","1","30966","2155365.1812299998","10286.716918","9","3856","91","8","101"
"11/30/2025","1","133695","2245236.33","3422.452535","5","556","91","28","503"
"11/30/2025","1","166585","2293152.7742999997","6536.336085","5","658","91","6","71"
"11/30/2025","1","183492","2418982.16866","6333.101592000001","9","1785","91","6","67"
"11/30/2025","1","283826","2568537.36689","4858.125561","7","1965","91","6","68"
"11/30/2025","1","269811","2910310.95861","8735.976864","6","832","91","6","61"
"11/30/2025","1","152620","3563859.9359299997","17034.822088","15","8916","91","8","100"
"11/30/2025","1","326879","3828040.96395","11570.533627","7","1226","91","6","66"
"11/30/2025","1","11134","3903239.16046","11422.509785999999","9","12354","91","8","102"
"11/30/2025","1","598755","3999868.09178","44827.898567000004","8","1236","91","28","506"
"11/30/2025","1","232594","4230800.50643","18175.007255","7","1509","91","6","63"
"11/30/2025","1","260685","4640504.07189","17387.478655","5","4155","91","8","109"
"11/30/2025","1","406994","5667869.084849999","22028.826657999998","6","1642","91","6","74"
"11/30/2025","1","364471","6086294.443399999","19719.756822","7","1802","91","6","65"
