mcode,State_Code,District_Code,teh_code,blk_code,sector_code,gp_code,vill_code,dept_code,project_code,cnt1,cnt2,cnt3,Cnt4,Cnt5,Dataportmode,modedesc,data_lvl_code,Yr,Mnth,datadt
30-02-2019,0,0,0,0,44,0,0,287,70043,3941,994.499,1.61072,0,0,1,0,1,2016,4,31-01-17
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
