Datadate,Instance_Code,Sec_Code,Ministry_Code,Dept_Code,Project_Code,Frequency_Id,Group_Id,Atmpt,Lvl1_Code,KPI1_Data,KPI2_Data,KPI3_Data
07/31/2020,1,1,1,2,10043,1,1,0,91,16683218,35488588.57,103535.22
